Order ID,Order Time,Restaurant,Restaurant Rating,Cuisine,Customer ID,Customer Location,Delivery Address,Number of Items,Order Amount,Discount Applied,Taxes,Final Amount,Tip Given,Delivery Partner ID,Delivery Partner Name,Estimated Time (mins),Actual Delivery Time (mins),Distance (km),Payment Method,Payment Status,Order Status,Cancellation Reason,Customer Rating,Review Comments
7161f3f2,45:33.1,McDonald's,3.5,Italian,CUST6448,Pune,"86, Pune Street, Pune",5,702.98,120.92,35.15,617.21,0,DP0008,Priya,23,29,3.89,Cash on Delivery,Success,Cancelled,Delivery Delayed,,
0b39200e,24:33.1,McDonald's,2.6,Mexican,CUST1137,Mumbai,"11, Mumbai Street, Mumbai",7,210.61,150.47,10.53,70.67,0,DP0029,Rahul,45,51,7.45,Credit Card,Failed,Cancelled,,,
97af97f8,54:33.1,McDonald's,4.9,Indian,CUST5699,Ahmedabad,"58, Ahmedabad Street, Ahmedabad",2,1421.37,102.52,71.07,1389.92,0,DP0029,Amit,57,52,4.87,Wallet,Failed,Pending,,,
062d3c0c,01:33.1,Pizza Hut,2.7,Fast Food,CUST4622,Hyderabad,"18, Hyderabad Street, Hyderabad",8,815.88,138.98,40.79,717.69,0,DP0035,Neha,38,35,9.18,Credit Card,Success,Delivered,,1.8,
86439915,05:33.1,Subway,3.2,Indian,CUST8454,Bangalore,"62, Bangalore Street, Bangalore",5,314.96,19.92,15.75,310.79,0,DP0023,Neha,22,24,6.05,UPI,Success,Pending,,,
28a4be38,06:33.1,Domino's,4.6,Chinese,CUST1742,Pune,"35, Pune Street, Pune",1,1068.77,14.44,53.44,1107.77,0,DP0046,Priya,50,47,1.47,Cash on Delivery,Success,Cancelled,Customer Canceled,,
610dfb90,09:33.1,Biryani Blues,2.1,Chinese,CUST7535,Mumbai,"92, Mumbai Street, Mumbai",8,489.78,76.62,24.49,437.65,0,DP0046,Kavita,21,18,9.95,Credit Card,Failed,Delivered,,1.3,
8597e629,09:33.1,Haldiram's,4.7,Dessert,CUST1048,Delhi,"55, Delhi Street, Delhi",10,1350.67,180.05,67.53,1238.15,18.37,DP0017,Neha,46,49,7.82,Debit Card,Pending,Cancelled,Customer Canceled,,
140c9899,42:33.1,McDonald's,2.5,Mexican,CUST4357,Hyderabad,"51, Hyderabad Street, Hyderabad",9,1119.33,42.44,55.97,1132.86,42.11,DP0032,Rahul,41,38,9.82,Debit Card,Failed,Pending,,,
5a531f0f,52:33.1,KFC,3.1,Dessert,CUST8322,Ahmedabad,"62, Ahmedabad Street, Ahmedabad",6,1362.85,106.3,68.14,1324.69,60.04,DP0032,Neha,22,20,4.1,Wallet,Success,Pending,,,
bcc86bab,39:33.1,Domino's,3.2,Thai,CUST5375,Chennai,"26, Chennai Street, Chennai",6,241.07,18.2,12.05,234.92,0,DP0019,Rahul,27,28,4.62,UPI,Pending,Pending,,,
5aa0c0e1,00:33.1,Domino's,2.5,Dessert,CUST8854,Hyderabad,"21, Hyderabad Street, Hyderabad",2,1359.59,182.14,67.98,1245.43,0,DP0039,Suresh,58,59,1.27,Cash on Delivery,Success,Cancelled,Delivery Delayed,,
2c79230f,30:33.1,Pizza Hut,3.4,Mexican,CUST3766,Chennai,"96, Chennai Street, Chennai",3,207.23,111.83,10.36,105.76,0,DP0002,Rahul,25,24,8.5,Cash on Delivery,Failed,Delivered,,4.2,Tasty & fresh
322c2165,58:33.1,KFC,5,Italian,CUST6206,Chennai,"48, Chennai Street, Chennai",10,742.86,116.57,37.14,663.43,0,DP0018,Priya,15,21,3.33,UPI,Success,Delivered,,3.9,Late delivery
5449b188,52:33.1,Subway,2.5,Italian,CUST5241,Kolkata,"89, Kolkata Street, Kolkata",7,962.84,4.68,48.14,1006.3,70.34,DP0049,Rahul,44,45,3.66,UPI,Pending,Pending,,,
ad10a9af,30:33.1,Domino's,3.5,Indian,CUST9318,Mumbai,"76, Mumbai Street, Mumbai",2,1167.49,8.34,58.37,1217.52,51.35,DP0019,Amit,46,52,7.2,Credit Card,Success,Pending,,,
98092b12,56:33.1,Biryani Blues,3.4,Fast Food,CUST4110,Pune,"18, Pune Street, Pune",1,1100.1,93.02,55,1062.08,93.01,DP0029,Anil,33,28,3.34,Debit Card,Pending,Delivered,,4.8,Excellent service
ddd2e0d7,05:33.1,Haldiram's,3.8,Mexican,CUST1486,Chennai,"51, Chennai Street, Chennai",3,1184.21,160.96,59.21,1082.46,0,DP0040,Anil,18,28,1.32,UPI,Failed,Pending,,,
31cde837,50:33.1,Subway,4.3,Chinese,CUST1500,Hyderabad,"94, Hyderabad Street, Hyderabad",4,389.36,129.58,19.47,279.25,0,DP0045,Neha,23,21,7.36,Cash on Delivery,Pending,Pending,,,
6f7b1a20,20:33.1,Biryani Blues,2.5,Dessert,CUST3323,Ahmedabad,"99, Ahmedabad Street, Ahmedabad",3,1128.13,10.77,56.41,1173.77,0,DP0017,Neha,28,24,5.19,UPI,Success,Cancelled,Delivery Delayed,,
7b713524,03:33.1,Biryani Blues,4.1,Mexican,CUST1249,Delhi,"60, Delhi Street, Delhi",9,1315.36,140.31,65.77,1240.82,96.94,DP0007,Rahul,16,16,8.56,Debit Card,Success,Cancelled,Customer Canceled,,
c30f4c98,04:33.1,Burger King,3.4,Chinese,CUST1080,Chennai,"66, Chennai Street, Chennai",9,531.83,113.45,26.59,444.97,0,DP0021,Anil,20,30,3.17,Wallet,Failed,Delivered,,1.4,
5e56dcbb,31:33.1,Burger King,3.2,Thai,CUST1199,Kolkata,"4, Kolkata Street, Kolkata",10,1421.79,97.49,71.09,1395.39,0,DP0043,Neha,21,17,5.68,Wallet,Pending,Pending,,,
44d8e91d,22:33.1,KFC,2.5,Italian,CUST4908,Ahmedabad,"72, Ahmedabad Street, Ahmedabad",9,733.62,148.58,36.68,621.72,0,DP0002,Kavita,23,20,9.12,Debit Card,Success,Pending,,,
4630d294,02:33.1,Burger King,3.8,Dessert,CUST6941,Mumbai,"78, Mumbai Street, Mumbai",3,1449,49.58,72.45,1471.87,57.51,DP0037,Priya,28,36,6.26,UPI,Pending,Pending,,,
713d784d,00:33.1,McDonald's,2.6,Chinese,CUST6250,Hyderabad,"34, Hyderabad Street, Hyderabad",7,1387.66,86.12,69.38,1370.92,25.05,DP0012,Neha,34,39,5.58,Debit Card,Success,Cancelled,Delivery Delayed,,
79fc9c5f,55:33.1,Haldiram's,2.6,Indian,CUST8853,Mumbai,"72, Mumbai Street, Mumbai",4,628.76,86.25,31.44,573.95,0,DP0003,Neha,44,41,2.3,UPI,Pending,Pending,,,
94485b4a,00:33.1,Domino's,3.7,Dessert,CUST3756,Bangalore,"94, Bangalore Street, Bangalore",4,673.9,77.85,33.7,629.75,0,DP0022,Kavita,29,33,3.55,UPI,Success,Cancelled,Restaurant Unavailable,,
a1fb263a,29:33.1,KFC,3.9,Dessert,CUST7590,Hyderabad,"97, Hyderabad Street, Hyderabad",8,583.69,66.87,29.18,546,0,DP0018,Priya,32,32,2.82,Debit Card,Success,Delivered,,2.5,Not satisfied
79ee7b78,23:33.1,Biryani Blues,4.6,Thai,CUST6137,Ahmedabad,"5, Ahmedabad Street, Ahmedabad",2,865.81,62.72,43.29,846.38,0,DP0008,Rahul,53,61,8.42,Cash on Delivery,Success,Pending,,,
2699f135,42:33.1,Haldiram's,3.3,Fast Food,CUST8307,Ahmedabad,"87, Ahmedabad Street, Ahmedabad",4,887.44,148.21,44.37,783.6,19.33,DP0024,Suresh,21,29,8.02,Credit Card,Success,Delivered,,5,Excellent service
331c3163,14:33.1,Pizza Hut,2.4,Thai,CUST8758,Kolkata,"67, Kolkata Street, Kolkata",5,147.89,179.4,7.39,-24.12,0,DP0049,Rahul,58,55,3.67,Cash on Delivery,Failed,Delivered,,4.1,
dd8d02f4,38:33.1,Biryani Blues,3.2,Dessert,CUST7774,Mumbai,"30, Mumbai Street, Mumbai",2,676.36,32.21,33.82,677.97,0,DP0001,Amit,53,61,8.99,UPI,Pending,Delivered,,1.1,Tasty & fresh
156b1fdb,40:33.1,Haldiram's,2.6,Dessert,CUST9582,Hyderabad,"96, Hyderabad Street, Hyderabad",4,943.33,196.15,47.17,794.35,23.04,DP0024,Kavita,59,68,9.63,Credit Card,Pending,Pending,,,
b931bc3c,14:33.1,McDonald's,3.9,Mexican,CUST1976,Pune,"58, Pune Street, Pune",9,1493.84,109.13,74.69,1459.4,0,DP0016,Anil,31,30,9.77,UPI,Pending,Delivered,,4.8,Late delivery
ab8c5aea,03:33.1,Haldiram's,3.8,Mexican,CUST1094,Kolkata,"43, Kolkata Street, Kolkata",3,233.42,170.25,11.67,74.84,0,DP0023,Kavita,23,24,4,Cash on Delivery,Pending,Delivered,,1.8,Late delivery
61e82e80,49:33.1,Domino's,3.6,Indian,CUST9421,Chennai,"9, Chennai Street, Chennai",2,279.54,17.92,13.98,275.6,0,DP0042,Anil,54,54,4.77,Cash on Delivery,Pending,Pending,,,
5b6d0655,36:33.1,KFC,4,Chinese,CUST7774,Pune,"62, Pune Street, Pune",8,789.37,3.62,39.47,825.22,0,DP0003,Amit,54,63,4.21,Cash on Delivery,Success,Pending,,,
d160987a,49:33.1,McDonald's,3.6,Dessert,CUST7078,Mumbai,"9, Mumbai Street, Mumbai",3,1173.67,100.69,58.68,1131.66,0,DP0030,Priya,37,34,1.48,Cash on Delivery,Pending,Pending,,,
6e327675,23:33.1,Biryani Blues,4.8,Indian,CUST9749,Mumbai,"70, Mumbai Street, Mumbai",5,640.95,199.57,32.05,473.43,0,DP0016,Amit,57,52,3.64,Cash on Delivery,Failed,Cancelled,Delivery Delayed,,
86ec2bcb,12:33.1,KFC,3.1,Thai,CUST4941,Hyderabad,"5, Hyderabad Street, Hyderabad",2,491.79,193.96,24.59,322.42,0,DP0035,Anil,26,29,7.61,Credit Card,Success,Pending,,,
64777044,11:33.1,Domino's,4.9,Mexican,CUST6333,Kolkata,"98, Kolkata Street, Kolkata",10,414.14,10.59,20.71,424.26,0,DP0002,Kavita,24,19,2.52,Credit Card,Pending,Pending,,,
327342c2,43:33.1,Pizza Hut,2.6,Indian,CUST3270,Delhi,"77, Delhi Street, Delhi",8,1224.06,115.55,61.2,1169.71,0,DP0033,Suresh,41,37,7.58,Cash on Delivery,Success,Cancelled,Delivery Delayed,,
69d25e8d,12:33.1,Burger King,2.7,Fast Food,CUST7176,Ahmedabad,"21, Ahmedabad Street, Ahmedabad",1,385.32,89.68,19.27,314.91,0,DP0038,Anil,44,48,5.89,Wallet,Pending,Pending,,,
2d5ce21e,38:33.1,Burger King,4.6,Indian,CUST9254,Kolkata,"3, Kolkata Street, Kolkata",9,442.76,0.38,22.14,464.52,0,DP0006,Suresh,29,35,3.6,Wallet,Success,Cancelled,,,
6a25c7ed,16:33.1,Pizza Hut,4.6,Mexican,CUST2634,Hyderabad,"56, Hyderabad Street, Hyderabad",3,1087.74,95.31,54.39,1046.82,0,DP0006,Neha,47,49,2.46,Debit Card,Failed,Delivered,,3.2,Late delivery
367fab03,38:33.1,KFC,2.2,Chinese,CUST2736,Pune,"78, Pune Street, Pune",4,999.06,153.41,49.95,895.6,0,DP0036,Amit,37,33,8.42,Debit Card,Pending,Cancelled,Restaurant Unavailable,,
eb838aa3,54:33.1,KFC,2.6,Thai,CUST9893,Pune,"93, Pune Street, Pune",4,1324.85,107.24,66.24,1283.85,38.82,DP0033,Anil,48,49,5.44,Wallet,Failed,Cancelled,Delivery Delayed,,
71fd64d7,19:33.1,Biryani Blues,4.5,Mexican,CUST8655,Hyderabad,"59, Hyderabad Street, Hyderabad",4,396.85,176.66,19.84,240.03,87.86,DP0031,Neha,60,63,5.91,Cash on Delivery,Pending,Delivered,,2.8,Excellent service
6c5d2e98,28:33.1,Domino's,3.2,Indian,CUST6581,Kolkata,"97, Kolkata Street, Kolkata",3,111.71,106.59,5.59,10.71,0,DP0027,Suresh,56,52,3.4,Wallet,Success,Cancelled,Delivery Delayed,,
ef8eea67,29:33.1,Biryani Blues,4,Chinese,CUST5736,Pune,"8, Pune Street, Pune",8,963.44,73.6,48.17,938.01,0,DP0002,Amit,17,21,2.72,Wallet,Pending,Pending,,,
a3c38bb7,36:33.1,McDonald's,3.3,Fast Food,CUST9693,Ahmedabad,"86, Ahmedabad Street, Ahmedabad",7,1244.6,64.86,62.23,1241.97,0,DP0035,Rahul,51,51,5.75,Cash on Delivery,Success,Cancelled,Delivery Delayed,,
4d154573,53:33.1,McDonald's,4.9,Thai,CUST7348,Pune,"4, Pune Street, Pune",3,601.05,169.08,30.05,462.02,64.31,DP0030,Amit,15,11,4.01,UPI,Success,Pending,,,
e25dd71c,23:33.1,Domino's,3.1,Chinese,CUST2894,Ahmedabad,"80, Ahmedabad Street, Ahmedabad",9,1233.1,108.07,61.66,1186.69,0,DP0005,Suresh,33,35,2.87,Cash on Delivery,Failed,Cancelled,,,
4286dd4f,38:33.1,Subway,5,Thai,CUST8433,Pune,"49, Pune Street, Pune",6,547.99,26.54,27.4,548.85,71.6,DP0026,Neha,38,41,4.87,Cash on Delivery,Success,Pending,,,
dfc5de67,23:33.1,Burger King,2.6,Indian,CUST3661,Pune,"91, Pune Street, Pune",4,1130.63,57.89,56.53,1129.27,0,DP0028,Neha,31,33,4.25,Credit Card,Failed,Pending,,,
3f066d09,32:33.1,Domino's,4.7,Mexican,CUST2575,Hyderabad,"70, Hyderabad Street, Hyderabad",1,129.39,146.73,6.47,-10.87,0.33,DP0034,Amit,26,22,1.94,Debit Card,Success,Pending,,,
414fc8c6,57:33.1,Haldiram's,2.2,Fast Food,CUST6531,Chennai,"6, Chennai Street, Chennai",5,755.99,26.46,37.8,767.33,0,DP0015,Suresh,32,32,4.65,Cash on Delivery,Failed,Pending,,,
0ebd0eec,19:33.1,Domino's,2,Indian,CUST6097,Pune,"32, Pune Street, Pune",2,102.19,146.31,5.11,-39.01,0,DP0005,Neha,24,23,3.11,Debit Card,Failed,Cancelled,Restaurant Unavailable,,
a1d5e332,49:33.1,Burger King,3,Chinese,CUST6446,Bangalore,"38, Bangalore Street, Bangalore",9,932.26,69.8,46.61,909.07,51.62,DP0027,Suresh,46,49,9,Debit Card,Failed,Delivered,,1.7,Good food!
61028b7d,00:33.1,Subway,4.7,Mexican,CUST7395,Bangalore,"23, Bangalore Street, Bangalore",4,271.65,160.37,13.58,124.86,0,DP0030,Amit,54,49,2.69,Debit Card,Pending,Pending,,,
141446dc,15:33.1,Burger King,4.5,Chinese,CUST2229,Bangalore,"11, Bangalore Street, Bangalore",2,616.36,44.9,30.82,602.28,71.18,DP0015,Anil,52,51,1.53,Wallet,Success,Delivered,,2,Late delivery
f18353dd,45:33.1,Domino's,3.1,Mexican,CUST7077,Kolkata,"82, Kolkata Street, Kolkata",9,691.25,199.96,34.56,525.85,73.59,DP0017,Priya,44,42,2.3,Cash on Delivery,Failed,Cancelled,,,
7ecb679a,43:33.1,Subway,4.7,Dessert,CUST8129,Kolkata,"10, Kolkata Street, Kolkata",1,582.48,51.46,29.12,560.14,0,DP0001,Rahul,22,18,5.13,Credit Card,Failed,Delivered,,4.2,
ee1a013e,33:33.1,Pizza Hut,2.4,Chinese,CUST1114,Delhi,"85, Delhi Street, Delhi",7,1257.53,64.25,62.88,1256.16,0,DP0030,Anil,33,32,3.09,Cash on Delivery,Success,Pending,,,
848f097f,01:33.1,Pizza Hut,3.5,Italian,CUST6901,Pune,"52, Pune Street, Pune",8,1365.3,134.59,68.27,1298.98,0,DP0024,Amit,19,25,8.69,Cash on Delivery,Failed,Cancelled,Restaurant Unavailable,,
4e292ff4,23:33.1,Haldiram's,2.7,Fast Food,CUST5257,Delhi,"18, Delhi Street, Delhi",6,411.31,188.23,20.57,243.65,0,DP0011,Suresh,22,25,5.49,UPI,Failed,Cancelled,Delivery Delayed,,
bbd15035,59:33.1,Haldiram's,2.8,Indian,CUST8729,Pune,"63, Pune Street, Pune",6,1157.16,9.63,57.86,1205.39,0,DP0017,Neha,41,50,2.88,Cash on Delivery,Success,Delivered,,4.4,Tasty & fresh
be6750c2,42:33.1,McDonald's,4.8,Thai,CUST9431,Kolkata,"19, Kolkata Street, Kolkata",5,1475.3,100.1,73.77,1448.97,0,DP0031,Anil,19,17,9.97,Wallet,Pending,Cancelled,Restaurant Unavailable,,
a16c296c,15:33.1,Haldiram's,4,Indian,CUST7036,Pune,"20, Pune Street, Pune",10,671.88,131.59,33.59,573.88,0,DP0004,Anil,22,32,4.26,Wallet,Success,Pending,,,
505c2cd2,38:33.1,Burger King,2.4,Fast Food,CUST4735,Pune,"79, Pune Street, Pune",2,550.34,129.87,27.52,447.99,0,DP0039,Priya,52,57,5.39,Credit Card,Pending,Pending,,,
3b67f9ec,28:33.1,KFC,4.7,Dessert,CUST8245,Hyderabad,"79, Hyderabad Street, Hyderabad",2,878.47,134.09,43.92,788.3,34.19,DP0017,Neha,30,35,3.09,UPI,Success,Delivered,,4,Excellent service
a69a283c,47:33.1,Biryani Blues,3.4,Dessert,CUST4110,Chennai,"56, Chennai Street, Chennai",5,103.54,140.56,5.18,-31.84,0,DP0016,Anil,48,46,8.38,Credit Card,Failed,Delivered,,1.2,Not satisfied
17870bf7,30:33.1,Subway,4.6,Mexican,CUST4304,Hyderabad,"11, Hyderabad Street, Hyderabad",2,1437.84,52.96,71.89,1456.77,0,DP0026,Priya,16,13,5.94,Debit Card,Failed,Pending,,,
4a27fda2,37:33.1,Pizza Hut,2.9,Thai,CUST3909,Bangalore,"3, Bangalore Street, Bangalore",9,434.68,152.42,21.73,303.99,56.48,DP0015,Priya,15,16,4.36,Debit Card,Failed,Pending,,,
1336a354,31:33.1,Biryani Blues,4.4,Italian,CUST6243,Mumbai,"78, Mumbai Street, Mumbai",4,498.99,15.46,24.95,508.48,47.12,DP0025,Amit,29,39,2.31,Cash on Delivery,Failed,Pending,,,
a4610758,50:33.1,KFC,2.7,Fast Food,CUST8686,Pune,"80, Pune Street, Pune",7,335.2,54.74,16.76,297.22,0,DP0037,Anil,60,64,4.98,Debit Card,Failed,Cancelled,,,
25dcf3bf,37:33.1,Pizza Hut,3.6,Thai,CUST2235,Hyderabad,"32, Hyderabad Street, Hyderabad",3,908.47,187.42,45.42,766.47,0,DP0013,Suresh,52,48,7.5,Credit Card,Success,Pending,,,
8874dd22,43:33.1,Subway,4.7,Dessert,CUST1280,Mumbai,"25, Mumbai Street, Mumbai",9,363.57,141.66,18.18,240.09,0,DP0014,Amit,40,44,7.43,Debit Card,Pending,Cancelled,Delivery Delayed,,
9477dc5f,10:33.1,McDonald's,3,Mexican,CUST2337,Hyderabad,"82, Hyderabad Street, Hyderabad",9,582.26,76.75,29.11,534.62,0,DP0031,Priya,45,50,1.27,Credit Card,Success,Pending,,,
0ded7470,29:33.1,Pizza Hut,4.8,Dessert,CUST2639,Kolkata,"25, Kolkata Street, Kolkata",8,542.58,18.58,27.13,551.13,31.69,DP0037,Suresh,36,34,3.06,Debit Card,Success,Delivered,,2.2,
f29f6f52,14:33.1,KFC,2.7,Dessert,CUST7830,Bangalore,"76, Bangalore Street, Bangalore",2,287.91,94.53,14.4,207.78,0,DP0023,Amit,19,27,7.29,UPI,Success,Pending,,,
b3c0a237,29:33.1,Burger King,4,Thai,CUST3614,Kolkata,"56, Kolkata Street, Kolkata",7,739.93,168.71,37,608.22,70.68,DP0025,Rahul,43,38,5.62,Credit Card,Pending,Cancelled,Customer Canceled,,
b2d249a6,52:33.1,Biryani Blues,3.9,Mexican,CUST5169,Pune,"94, Pune Street, Pune",9,1363,94.53,68.15,1336.62,43.23,DP0007,Priya,43,52,1.12,Debit Card,Failed,Cancelled,Customer Canceled,,
b79d5205,44:33.1,Biryani Blues,2.9,Dessert,CUST4499,Hyderabad,"55, Hyderabad Street, Hyderabad",4,741.94,141.04,37.1,638,0,DP0010,Priya,34,43,9.17,Debit Card,Failed,Pending,,,
e7fc4be0,46:33.1,Subway,3.2,Indian,CUST9048,Delhi,"67, Delhi Street, Delhi",10,843.22,81.01,42.16,804.37,0,DP0015,Suresh,23,33,5.46,UPI,Pending,Pending,,,
b4cd95fa,10:33.1,KFC,2.1,Italian,CUST3254,Kolkata,"21, Kolkata Street, Kolkata",8,1494.52,191.9,74.73,1377.35,0,DP0017,Kavita,42,51,6.32,UPI,Failed,Cancelled,,,
73aaaee0,39:33.1,Domino's,3.1,Fast Food,CUST1619,Bangalore,"69, Bangalore Street, Bangalore",2,1058.53,137.44,52.93,974.02,0,DP0021,Kavita,51,52,7.84,Debit Card,Failed,Pending,,,
f601357a,02:33.1,McDonald's,2.8,Italian,CUST1732,Chennai,"92, Chennai Street, Chennai",10,1473.25,30.29,73.66,1516.62,0,DP0038,Suresh,31,35,9.3,Cash on Delivery,Success,Delivered,,2.4,Excellent service
d80dbaff,35:33.1,Subway,2.3,Dessert,CUST4689,Bangalore,"20, Bangalore Street, Bangalore",7,329.36,121.89,16.47,223.94,0,DP0005,Priya,23,20,3.9,Wallet,Success,Cancelled,Customer Canceled,,
998c935b,35:33.1,Subway,4.8,Italian,CUST2272,Kolkata,"64, Kolkata Street, Kolkata",4,788.85,15.14,39.44,813.15,0,DP0020,Priya,20,16,9.11,Wallet,Pending,Cancelled,Customer Canceled,,
cc0b967a,03:33.1,KFC,2.9,Thai,CUST8773,Bangalore,"30, Bangalore Street, Bangalore",6,1064.51,33.7,53.23,1084.04,61.05,DP0026,Priya,26,23,4.76,Credit Card,Success,Pending,,,
cb267389,09:33.1,McDonald's,2.1,Chinese,CUST8156,Pune,"89, Pune Street, Pune",7,885.98,26.22,44.3,904.06,0,DP0021,Suresh,54,49,4.38,UPI,Pending,Pending,,,
83b824bf,03:33.1,McDonald's,4.4,Dessert,CUST2131,Bangalore,"51, Bangalore Street, Bangalore",4,747.83,74.31,37.39,710.91,2.54,DP0029,Rahul,42,49,4.98,UPI,Pending,Delivered,,1.4,Excellent service
2059a92a,26:33.1,Domino's,4.2,Dessert,CUST4899,Pune,"8, Pune Street, Pune",4,1356.16,52.58,67.81,1371.39,0,DP0001,Anil,59,56,3.68,Cash on Delivery,Failed,Cancelled,Customer Canceled,,
075a2395,20:33.1,McDonald's,2.8,Dessert,CUST7841,Chennai,"43, Chennai Street, Chennai",3,1289.81,36.39,64.49,1317.91,85.36,DP0045,Anil,33,31,5.8,Credit Card,Failed,Cancelled,Customer Canceled,,
134ed1d8,33:33.1,Subway,4.6,Indian,CUST1131,Delhi,"55, Delhi Street, Delhi",10,628.65,191.63,31.43,468.45,72.73,DP0008,Kavita,38,38,8.59,UPI,Pending,Pending,,,
19138645,16:33.1,Domino's,4.8,Mexican,CUST7489,Hyderabad,"64, Hyderabad Street, Hyderabad",6,755.33,2.85,37.77,790.25,0,DP0039,Priya,56,65,9.27,UPI,Success,Cancelled,Restaurant Unavailable,,
8e802e23,05:33.1,Pizza Hut,4,Chinese,CUST4688,Hyderabad,"70, Hyderabad Street, Hyderabad",7,266,59.01,13.3,220.29,0,DP0047,Rahul,40,42,1.12,Wallet,Failed,Delivered,,3,Good food!
fe48e522,13:33.1,Subway,4.4,Indian,CUST8321,Ahmedabad,"100, Ahmedabad Street, Ahmedabad",9,323.81,86.64,16.19,253.36,62.51,DP0030,Kavita,27,33,5.73,Wallet,Success,Cancelled,Restaurant Unavailable,,
5d712767,48:33.1,Domino's,4.2,Mexican,CUST2232,Pune,"36, Pune Street, Pune",10,247.1,29.95,12.36,229.51,0,DP0048,Priya,31,30,3.86,Wallet,Pending,Delivered,,3.4,Late delivery
ba8dddb6,49:33.1,Biryani Blues,4.6,Thai,CUST6705,Pune,"18, Pune Street, Pune",10,698.11,160.89,34.91,572.13,0,DP0002,Anil,59,58,1.92,Wallet,Pending,Cancelled,Restaurant Unavailable,,
568c6d5b,10:33.1,McDonald's,2.1,Italian,CUST4497,Mumbai,"2, Mumbai Street, Mumbai",9,987.49,80.3,49.37,956.56,0,DP0008,Kavita,20,26,7.25,UPI,Success,Pending,,,
7d2c58cb,40:33.1,Pizza Hut,5,Italian,CUST1592,Ahmedabad,"35, Ahmedabad Street, Ahmedabad",3,582.09,62,29.1,549.19,0,DP0033,Suresh,32,32,6.83,Cash on Delivery,Pending,Delivered,,1.1,Not satisfied
43012207,52:33.1,Haldiram's,3.7,Italian,CUST5064,Pune,"31, Pune Street, Pune",6,832.32,70.4,41.62,803.54,0,DP0031,Kavita,41,49,5.13,Wallet,Failed,Delivered,,1.7,Good food!
ec43f9b6,50:33.1,Burger King,2.8,Indian,CUST1261,Ahmedabad,"92, Ahmedabad Street, Ahmedabad",9,995.34,185.48,49.77,859.63,63.03,DP0012,Anil,39,47,6.35,Debit Card,Pending,Delivered,,1.9,Late delivery
76e4b174,46:33.1,Domino's,3.1,Italian,CUST7553,Hyderabad,"2, Hyderabad Street, Hyderabad",9,1259.25,192.68,62.96,1129.53,0,DP0036,Anil,57,66,1.56,Credit Card,Success,Pending,,,
5527656e,33:33.1,Biryani Blues,2.7,Fast Food,CUST1920,Bangalore,"34, Bangalore Street, Bangalore",6,100.94,112.94,5.05,-6.95,0,DP0026,Rahul,56,53,8.71,Credit Card,Failed,Cancelled,,,
c2d972b5,27:33.1,Domino's,3.8,Indian,CUST1150,Kolkata,"31, Kolkata Street, Kolkata",7,244.5,182.85,12.23,73.88,0,DP0030,Anil,50,58,1.65,Cash on Delivery,Pending,Cancelled,Restaurant Unavailable,,
89170369,10:33.1,Pizza Hut,2.5,Indian,CUST8587,Mumbai,"73, Mumbai Street, Mumbai",2,1301.87,135.05,65.09,1231.91,0,DP0015,Rahul,23,19,6.99,Cash on Delivery,Failed,Pending,,,
2890512f,24:33.1,Haldiram's,4.8,Fast Food,CUST2103,Mumbai,"68, Mumbai Street, Mumbai",8,277.81,38.34,13.89,253.36,81.96,DP0009,Priya,54,49,1.91,Credit Card,Failed,Delivered,,2.4,Excellent service
d945ebb0,26:33.1,Subway,3.2,Mexican,CUST8645,Chennai,"94, Chennai Street, Chennai",2,1451.21,54.28,72.56,1469.49,0,DP0031,Neha,34,44,7.87,Debit Card,Pending,Delivered,,3.1,Good food!
f9b902e8,18:33.1,Pizza Hut,2.6,Dessert,CUST2053,Mumbai,"74, Mumbai Street, Mumbai",8,1291,13.72,64.55,1341.83,0,DP0018,Priya,46,48,5.1,Credit Card,Pending,Pending,,,
0c7f9fa3,57:33.1,Biryani Blues,2.9,Indian,CUST4479,Kolkata,"29, Kolkata Street, Kolkata",6,608.02,13.76,30.4,624.66,96.15,DP0008,Amit,54,62,7.37,Debit Card,Failed,Cancelled,Customer Canceled,,
de8cee53,09:33.1,Domino's,2.3,Italian,CUST7934,Delhi,"64, Delhi Street, Delhi",9,705.2,61.72,35.26,678.74,0,DP0001,Rahul,57,54,6,UPI,Failed,Delivered,,1.9,Late delivery
8c5ebbc6,20:33.1,Biryani Blues,5,Italian,CUST9785,Chennai,"59, Chennai Street, Chennai",4,292.66,118.16,14.63,189.13,30.22,DP0016,Neha,31,38,2.13,Debit Card,Success,Delivered,,3.3,Not satisfied
cf6cd4d3,46:33.1,KFC,4,Chinese,CUST3655,Delhi,"87, Delhi Street, Delhi",3,686.11,188.46,34.31,531.96,0,DP0045,Suresh,47,55,1.4,UPI,Success,Cancelled,Restaurant Unavailable,,
44770da8,45:33.1,McDonald's,3.5,Italian,CUST4962,Delhi,"11, Delhi Street, Delhi",5,912.47,70.5,45.62,887.59,26.32,DP0029,Kavita,15,15,4.69,Debit Card,Pending,Cancelled,,,
818391f4,09:33.1,Burger King,3.8,Dessert,CUST4542,Chennai,"7, Chennai Street, Chennai",10,746.87,67.47,37.34,716.74,0,DP0002,Rahul,53,54,1.81,Debit Card,Success,Cancelled,Delivery Delayed,,
